Username,Comment,Time
@kulaAprik,Feelingnya buka tutup engsel gimana bang?,5 hari yang lalu
@disetya9590,"jaman belum android ada HP Virtu yg mahal bingits tapi fitur ga ada istimewanya, beda sih sama Huawei ini, mahal dan spek flagship beneran",5 hari yang lalu
@AhmadRomadhon-s8y,The real inovasi,5 hari yang lalu
@amogus2328,What's up beijing 🇨🇳,5 hari yang lalu
@zelrama9754,"Ajak teman main di 𝑯𝑶𝑲𝑰777, dapet komisi 20%!",5 hari yang lalu
@panggadget,"bang david, mohon izin reuplode 🙏",5 hari yang lalu
@ytube.agusss,"Speed beli 3 Mate XT be like: ""Minggir lu miskin! minggir lu miskin!""",5 hari yang lalu
@alexsetiawan640,"budget 50jt ++ = huawei Mate XT

budget 50jt++ = iphone 14 + macbook pro 14 + ipad air 11

pilih mana ? hehehehe...",5 hari yang lalu
@arifgunawan2222,"Gimana ya cara belinya udah ada duit 240000000 di tambang emas





Tapi cara cairin nya gimana ya convert tambang emas COC ke saldo dana 😞🖐️",5 hari yang lalu
@asnonkchanel8523,"Sayang gak ada gogle service , kalau ada auto pindah huawei",5 hari yang lalu
@MetroDrone-f3g,SEMUA UDAH NONTON DI ISHOWSPEED.,5 hari yang lalu
@MW-fz9rr,bang review samsung a26 5g,5 hari yang lalu
@the_proffesional1713,Speed : Lah gw udh beli brp Minggu yg lalu,5 hari yang lalu
@rifqinadian1943,"mantap huawei jgn terlalu nyaman di zonanya seperti brand² sebelah, betul kata bang david, brand lain hanya inovasi di desain kamera tombol² dan AI, semoga pasar hp makin ketat persaingannya 😁",5 hari yang lalu
@AkaisarChannel,"Bang coba review hp murah xiomi redmi A5, ya walaupun launching nya udah lumayan lama sih",5 hari yang lalu
@Userx-b6u89sml,Beli sendiri atau cuma endorse 😊,5 hari yang lalu
@MANCINGMON,Jelas kaga beli tp liat sampe habis😢,5 hari yang lalu
@herusaroso6533,TIM YANG NONTON DOANG TAPI GAK BELI ☝️,5 hari yang lalu
@adiandria,50 jutaan aja😀,5 hari yang lalu
@oldisyahputraramadhani9556,"Jelas pilih huawei kalau gw, bisa jadi hp, bisa jadi tablet, bisa jadi laptop juga, jadi ga perlu bawa 3 barang kemana-mana karena udah dijadikan 1 barang",5 hari yang lalu
@Fjr_Andrian,Coba lu dengar 00:33,5 hari yang lalu
@mbohmumet935,Aku,5 hari yang lalu
@therenforeveryone,TETAP SAMSUNG YANG PERTAMA PUNYA INOVATIF LAYAR LIPAT. KITA TUNGGU 3x LIPATNYA SAMSUNG,5 hari yang lalu
@ahmade1177,Cicilan hp gw malah yg berlipet lipet 😂,5 hari yang lalu
@hendrikarianto4137,"Huawei makin di kekang, makin membangkang... dalam hal positif, makin berkembang pesatttt... 😁😁👍🏻👍🏻",5 hari yang lalu
@Ez_venom98,Tim yg nyimak doang beli kaga 👋,5 hari yang lalu
@pendihermawan3718,Amin. Semoga terbeli,5 hari yang lalu
@noeenciel7632,kereng bgt..,5 hari yang lalu
@hendrikarianto4137,"udah punya Motorola G45 5G aja udah bersyukur banget, alhamdulillahhh, ok ok, Huawei Mate XT ini, gw beranikan masukin ke daftar / list incaran Hp tahun depan ☺️☺️☺️☺️👍🏻👍🏻👍🏻👍🏻 wow...",5 hari yang lalu
@Unboxing1808,Harga gila daya tagan belum tentu ... Beberapa tahun lagi.... Entahlah... Tapi kalau kaya si itu hak pribadi,5 hari yang lalu
@aliealba3057,"Saya mau itu, itu murah bagi saya",5 hari yang lalu
@MasAmba-z8o,Ini hp kalo engsel atau layarnya rusak gimana jir,5 hari yang lalu
@zaldafsaf,Akhirnya bisa makan karena GadgetIn udah upload 😂,5 hari yang lalu
@USB_Thunderbolt4.0,Referensi thumbnail video hp fold Huawei yang views nya paling banyak,5 hari yang lalu
@Setboy.Femeliy,cocok jadi setu mobilator si ini,5 hari yang lalu
@r.suryan,Akhirnya Ipad Mini ada saingannya 😂,5 hari yang lalu
@mamamia6512,"siapa yang masih ngalamin ""hp cina"" yang dulu diremehin?
lihat sekarang, siapa yang ga pake ""hp cina"", iphone pun dibuat di china.",5 hari yang lalu (diedit)
@deiLamunan,"Akhirnya keluar juga yang ditunggu-tunggu, uang tabungan akhirnya cukup buat minang Huawei

C210e",5 hari yang lalu
@Alparoam,Hape lu lipet berapa boss. Jir langsung kena mental,5 hari yang lalu
@abdulmuis1488,Ini hp bukan kaum mendang mending 😂,5 hari yang lalu
@habibsetyawann,gua udah coba huawei yang lipet 3 jujur ini mewah banget sii,5 hari yang lalu
@onetime2299,Ada yang tau solusi biar betah pakai Huawei? yang jika sudah ketergantungan dengan GMS Dan harus pakai third party tu ribet banget Dan apakah jika ada notif di email Masih delay?,5 hari yang lalu
@bsw_id,Tapi dikasih bonus light saber wkwkwk😂😂,5 hari yang lalu
@bsw_id,Sementara produk AS seperti Apple malah niru fitur Android sampai dibilang inovasi sama mereka😂😂,5 hari yang lalu
@bsw_id,Amiinnn...,5 hari yang lalu
@beingaamon,"jadi bagus ga, hp produk china kaya xiaomi 15, 14T Pro, buat jangka panjang produk china bagus ga",5 hari yang lalu
@hanfeikie9350, @beingaamon  bagus tapi fitur fast charging nya bikin batre cepat rusak terutama  yang 120w / OS nya masi perlu banyak perbaikan,5 hari yang lalu
@bayuade7264," @hanfeikie9350  kalo fast charging harus nunggu agak lama dulu sih soalnya xiaomi flagship pake tipe baterai yg beda mungkin aja emang kuat buat nahan 120w, sekarang aja yg non flagship udh ga pake watt gede mungkin brand udh sadar pilihannya cuma bikin baterai baru yg kuat nahan watt gede / riset chip baru yg lebih hemat baterai.
OS siomay emang bapuk wkwk tapi setidaknya sekarang udh mendingan ketimbang jaman dulu.",5 hari yang lalu
@zackydays9261,apple punya usa di cina cuman rakit karena biaya produksi murah,5 hari yang lalu
@Rafy250rr,"Heran banget sama penyembah iphone yang bilang iphone mereka dibuat di amerika, padahal fakta nya iphone 100% dibuat di china, bakan baku nya pun dari china, tenaga kerja nya orang china intinya semuanya china deh",5 hari yang lalu
@kopplakchanel3214,Hp cina pertama  Nexian 😂😂,5 hari yang lalu
@hackproject8,U,5 hari yang lalu
@beingaamon, @hanfeikie9350  oke makasih info nya..,5 hari yang lalu
@Pakdhenewbie,Setia samsul hadir,5 hari yang lalu
@incandescent2406, @Rafy250rr mau buatan Somalia pun Apple ya Apple 😂,5 hari yang lalu
@daulatarioschannel3856,Betul tu Ku punya dulu speaker ny gede​ @kopplakchanel3214 ,5 hari yang lalu
@Gixgine_the_Fool," @hanfeikie9350  bikin batre cepet rusak kenapa bang? Kan masalah awal fast charging itu panas, yg bikin batre cepet rusak, tapi udah bertahun2 sejak itu jadi masalah. Sekarang gak ada 120w bikin batre cepet rusak. Hp gw pake 67w batrenya masih awet seharian setelah 2 tahun. OS gw gak ada masalah apa2 setelah nge hide iklan nya di setting. Samsung tab gw udah flagship tapi masih banyak bug nya malahan.",5 hari yang lalu
@TheMryunanto,"Pertama kali liat HP Huawei 10 tahun yg lalu, saya tertawa terbahak2. Hp apa ini ? Hp kelas teri. Setelah saya mencoba hp nya mulai dari Nova 3i, lanjut ke tabletnya Matepad 12x, dan sekarang liat Mate 6, Pura X, salut sih sama Huawei. Kalo gak di banned sama amerika, samsung, apple mah udah jadi ampas. Teknologinya ga ada obat.",5 hari yang lalu
@jinkoplak,Dapat salam tempel dari google play store made in usa.🎉,5 hari yang lalu
@TUKANG_PROPERTY,Yess... justru sekarang yang original adalah Made In China..🤣🤣,5 hari yang lalu
@Player-gv5lp,"yg ga bs disamain dr iphone cuma gara2 ios.. itu aja.. ga usah ribut cina sana cina sini.. yang pake iphone ga usah sombong/mamer, yg ga pake iphone jg ga usah sirik/dengki... gw pake samsul s24u ama 15 pro ya smuanya ada plus minus masing2.. bner2 ga bs dibandingin secara overall.. kalo cuma bandingin kyk kamera doang baru bisa",5 hari yang lalu
@rtjahyadi7868," @Rafy250rr gw pengguna iPhone bro, gw akui iPhone itu overpriced dan teknologi nya gitu2 Aja, kagak beda dari model ke model, design nya pun gitu2 aja, kagak ada variasi",5 hari yang lalu
@vincenthandoyo418," @beingaamon  gw pake xiaomi 10T
beli pas awal rilis 2020
kalah di battery nya doang sekarang",5 hari yang lalu
@noitallnoitall4574,Huawei mah udah beda level ama hp china lain,5 hari yang lalu
@Omoyenn,besok bkal lihat iphone made in vietnam,5 hari yang lalu
@AryDwinanto-xe9jf,"iya lagi ..hahah, dulu di remehin banget",4 hari yang lalu
@beingaamon, @vincenthandoyo418  ok thnx,4 hari yang lalu
@Riickk8888, @beingaamon bagus sampe skrg huawei p30 pro ga ada masalah,4 hari yang lalu
@beingaamon, @Riickk8888  Ok makasih atas info ny,4 hari yang lalu
@Boernot,K-touch yg ada fitur teve. 😂,4 hari yang lalu
@heriyanto-e5g,Evercros,4 hari yang lalu
@ayeitsjake2867,​ @beingaamon  5-6 Tahun awet,3 hari yang lalu
@ayeitsjake2867,Tergantung penggunaan,3 hari yang lalu
@dedesuhandi2333,​ @Pakdhenewbie siemen dan nukiyeu geus nyungsep,3 hari yang lalu
@yutulike5118,"Sejak tau produk xiaomi dan Huawei saya gak ngeremehin produk China, yg saya remehin itu produk China yg gak jelas merk nya",3 hari yang lalu
@Pakdhenewbie, @dedesuhandi2333  jangan gitu ceo simen kemarin yg meninggal 1 kluarga itu.,3 hari yang lalu
@FahriRamdani-dw5el,"Tapi Iphone tetep dari US, cuma produksi nya karena murah & efesiensi tenaga kerja",3 hari yang lalu
@MilkyWayGalaxy818,Yg beli ni hp kyknya sultan yg lg gabut aja 😂,5 hari yang lalu
@sytherzbubble,HP LIPAT RAWAN FLEKSIBEL 😂,5 hari yang lalu
@Gemini674,wow❤,5 hari yang lalu
@reseajie,"B aja, mending Evercoss lah",5 hari yang lalu
@Clipzrandom056,LANGSUNG AJA BELI AH COMA 50 JT KOK  🗿,5 hari yang lalu (diedit)
@AuliaAzzahra-n2v,50 juta mending Iphone + Ipad,5 hari yang lalu
@indrawijaya4727,iPhone belum bisa fold ya? Haia,5 hari yang lalu
@ahapzhu,Keren,5 hari yang lalu
@akhmadfitriad9412,Gak ada google dan YouTube nya,5 hari yang lalu
@Arulgunawan-ks9fn,Seperti biasa cuma bagian nonton doang tapi kagak pernah beli😢😂😂😢,5 hari yang lalu
@Veevian_Chan,Soal inovasi Huawei emang ga ada lawan. Sayang di banned dan ga ada GMS nya 😌 kalau ada GMS nya pasti lebih ajaib ini 😂,5 hari yang lalu
@gilramdhn,apple mana bisa inovasi gini,5 hari yang lalu
@Azeyy-6,Main ml enak GK,5 hari yang lalu
@mariotamara,0:47 langsung check out mumpung harga Promo di Indonesia,5 hari yang lalu
@hikaru-mizuki,Bang bahas samsung A26 5g dong pilss🙏,5 hari yang lalu
@b0rneoandu,"Woylah ... Dulu jaman kecil udah ada BB aja, ngebayangin ""coba ada full touchscreen"" muncul Torch, muncul smartphone jaman skrg. Terus ini lipet 3 pula. 
Keren banget !!!",5 hari yang lalu
@Dhafiytshorts,menurut Gw. samsung dan apple punya andil besar menjegal huawey dalam kasus  Banned GMS.,5 hari yang lalu
@afrizalyt0773,Kapan review Vivo V50 lite 5G,5 hari yang lalu
@alim4nis,Video tersedih yg pernah kutonton di chanel ini.....,5 hari yang lalu
@happycaturputra6346,0:33 gini aja gua ngakak😂😭,5 hari yang lalu
@punyatole,huawei 👍🏼👍🏼,5 hari yang lalu
@atmaface,ini dia yang di tunggu,5 hari yang lalu
@IbnuuMuhammad-o5n,Lg nabung nunggu hp lipat 4 ajj 😅,5 hari yang lalu
@NURTOYIBI79,Nonton doang ga beli,5 hari yang lalu
@MaulanaFadilah-on8ui,meanwhile apple rumor nya bikin hp kompor gas tahun ini,5 hari yang lalu
@Adiprayogo1205,HP BUAH BUAHAN MANA BISA WKWKWK,5 hari yang lalu
@quotesid62,"Beli enggak ya, kebetulan akhir bulan ini bunga deposit cair, cuma bingung, saya kepincut keluarga s24",5 hari yang lalu
@AUTOTPI,"huawei gila sih inovasinya , tapi sayang d ban",5 hari yang lalu
@tomoriruuu,pls lanjutin series semua hpmu huawei,5 hari yang lalu
@wewechen7865,😂😂,5 hari yang lalu
@zeroo_ch,duit baru 50k dapet apa?,5 hari yang lalu
@denizainuddin3064,Alhamdulillah udh beli,5 hari yang lalu
@PodClips-y5w,Omagaaaaa😮😂,5 hari yang lalu
@wewechen7865,Samsung ketar ketir,5 hari yang lalu
@jitopasaman1490,Mau gift donk,5 hari yang lalu
@asepsoemantri8268,980jt? Serius?,5 hari yang lalu
@bengkukchanel1498,Cuma 50jt...?,5 hari yang lalu
@noviantobp9999,Ada kata sindiran 0:32 Minggir Lu Miskin. Boleh dibilang yg miskin dan kaum mendang-mending kalian bukan target pasar hp lipat tiga ini 🤭😂,5 hari yang lalu (diedit)
@nafiiihsan.official,Tim yang cuma beli nggak pernah nonton sini kumpul❤😂,5 hari yang lalu
@abd_rasyd,Tim nonton aja beli kagak 😊😂,5 hari yang lalu
@chgbfortexx5752,Kapal api,5 hari yang lalu
@imfransky9799,bang review google pixel 9a,5 hari yang lalu
@lieyishu,"iPhone mana suaranya yg gebu2 hp mahal, padahal iphone itu cuma untuk kelas menengah. sedangkan android untuk kelas terbawah dan teratas",5 hari yang lalu
@MadeBisma-k1g,ini yang ishowspeed punya kan,5 hari yang lalu
@ransi.sakha.alden12,😢 50juta pasti tidak akan kecewa,5 hari yang lalu
@official_zitrixx108,Wihh kedatangan hp raksasa,5 hari yang lalu
@banggus1116,Bismillah baru kekumpul 10 rebu,5 hari yang lalu
@maxthegoat01,China emang terbaik,5 hari yang lalu
@a.mfalah9228,Jempol utk brand yg masih ngasih charger 😂,5 hari yang lalu
@mmsastd,"gak pernah minat hp model begini, soalnya ga ada duit😂😂🤣",5 hari yang lalu
@yznova,"Nah klo lu nemu sirkel iphone, lu datengin kasih liat tu huawei 😂",5 hari yang lalu
@NurHidayat-u5b,gila sihh dapet x max 1 😅,5 hari yang lalu
@CanNotGoodEnough-l7s,"Numpang nanya dan minta pendapat dong, beli Galaxy Z Flip 5 masih worth it kah? Mau ganti dari iPhone ke foldable tapi masih bimbang",5 hari yang lalu
@ozoneoxide,beat karbu gw nangis dnger harga ni hp,5 hari yang lalu
@Roverinhsi,speed sui,5 hari yang lalu
@akatsukicrack,"Gak cocok untuk kaum mendang mending 
IshowSpeed be like: 0:32",5 hari yang lalu
@synystergatification,Akhirnya gw paham kenapa Huawei sampai di bikin ribet ama amerika. Terlalu op jirr 💀,5 hari yang lalu
@adamBakwan,Cuma 50jt doang😂,5 hari yang lalu
@aminudinaszad,Nonton aja. Beli kagak 😅😅,5 hari yang lalu
@pujiani09,Nah rekaman vidio nya ketinggalan bang sudah 4k dan berapa Fps nya?...,5 hari yang lalu
@tommybaskoro1411,Mantap jiwaa,5 hari yang lalu
@ariefpramana66,Bener2 ga ada lawan. iPhone ga ada apa2nya dibanding ini HP. Kurangnya cuma di banned Google Android aja,5 hari yang lalu
@michaelyohan6425,"Habis jual 10Btc , ga kerasa mau beli hp ini 😊",5 hari yang lalu
@arifuddinramli8325,Apa bedanya tab,5 hari yang lalu
@Molen_Dawet,Samsung a26 bang belum kau review,5 hari yang lalu
@adriyanto7913,Klo sampe rusak  sakit kpla,5 hari yang lalu
@wiel111,nambah lgi motivasi buat kerja,5 hari yang lalu
@hajirahmad7551,Minggir lu miskin😂,5 hari yang lalu
@vandy_sinatra,Tar endonesa bikin layar empat 😂😂😂😂,5 hari yang lalu
@Karumbangxd,Ishowspeed langsung borong 3 via cod  😅😅,5 hari yang lalu
@NoahV1HMn,"Jakpot langsung mengalir, buruan coba di 𝘿 𝙊 𝑅 A 𝟳 𝟽! Kamu bisa dapet juga! 🍬",5 hari yang lalu
@CodyZoALv,"𝘿 𝐎 R 𝐀 𝟽 7 bikin setiap detik berharga, rezeki datang tanpa diduga! ◻",5 hari yang lalu
@Nick0UXxn,Main di 𝐷 O 𝐑 𝘈 𝟩 𝟩-bikin lupa waktu! Hiburan yang pas banget! 😍,5 hari yang lalu
@Chad4usQc,"Hasil nyata di 𝘿 E 𝘞 А 𝘋 𝙊 𝐑 A mengantar saya, dari penjaja es kelapa ke pemilik usaha minuman. 🍙",5 hari yang lalu
@NickjG5lO,"Berkat 𝐷 𝐎 𝙍 𝘼 7 𝟩 saya berubah, dari tukang kayu jadi pemilik toko furniture. 🥇",5 hari yang lalu
@Evanv9trg,Di 𝐃 𝙊 Я 𝘼 𝟩 7 mendukung saya untuk membeli rumah dengan modal yang cukup. 🐂,5 hari yang lalu
@JoelMiLqi,"Hasil nyata dari D Е 𝘞 А 𝘋 𝑂 𝙍 𝐴 membuat saya berpindah peran, dari tukang bakso jadi bos restoran. 🌶",5 hari yang lalu
@DeanWU8oN,Mencari tantangan baru? 𝐃 𝙀 𝙒 А D O 𝘙 𝐀-bisa menjadi jawabannya. 🫑,5 hari yang lalu
@LiamJmbTD,"Hari yang penuh kebahagiaan bersama 𝐃 𝐄 𝐖 А 𝐷 O 𝑅 𝘼, rezeki datang menghampiri dengan sendirinya! 🆖",5 hari yang lalu
@travellerkere8977,indonesia banyak crazy rich..pasti laku juga nih hp.,5 hari yang lalu
@kiravpn,Padahal hp ini udah rilis lama tapi baru direview gadgetin😮‍💨,5 hari yang lalu
@yznova,"Enggaklah, orang yg beli ni hp pasti orang berada, rusak gitu doang mah kecil",5 hari yang lalu
@hooh03,tt sama 14tpro nambah brp,5 hari yang lalu
@wantoprast2069,"Beli ahh..
sekalian beli sayur",5 hari yang lalu
@wandixgaming2239,Bisa nih pakai wallpaper 3 foto disatukan 😁,5 hari yang lalu
@VARIANT.1Q,Merah china,5 hari yang lalu
@primestudiochannel7905,"Sebagus2 nya Huawei/Samsung tetaplah android, gak akan bisa ngalahin ke ekslusifan iPhone 😂",5 hari yang lalu
@SgajshdjdksjHdjejs,Wah dapat 25 gram emas antam tuh harganya 😅,5 hari yang lalu
@andinizar1234,bang coba unboxing oppo a5 pro pliss semoga dibaca🙏😊,5 hari yang lalu
@bayufake3657,gas beli,5 hari yang lalu
@BaniAdamZew,price worth it max dengan fitur yang ditwarkan,5 hari yang lalu
@Santosoarip,Aku lelah tuhan,5 hari yang lalu
@altaralmizan4481,"mungkin sebagian org msih mikir apple tetep terbaik sih, mungkin mereka blum tau aja klo china skrng teknologinya udh nyalip us, mobil listrik tesla yg digaunggaungkan skrng udh nyungsep dihajar mobil listrik china, gw ga surprise next 5 years mungkin apple bkal ikutan nyungsep, kekuatan utama china itu dia bisa bikin produk dengan kualitas sama tetapi efisiensi harga yg gila, mnurut gw bbrp tahun kedepan lu udah bisa dapet hp spek apple keluaran terbaru dengan diskon 70% dari keluaran hp china",5 hari yang lalu
@Andre_5711,Liat di dhiarcom,5 hari yang lalu
@duarizchannel,Gimana cara download & main MLBB tanpa playstore bang?,5 hari yang lalu
@azam302,Bang Review INOI A75,6 hari yang lalu
@erwinprasetya700,"pas bahas hape ini, mode 1 layar auto dibilang merakyat cuy...",6 hari yang lalu
@kliprahman3008,Kesimpulan ada di 0:33,6 hari yang lalu
@NanaHigurashino,nunggu harganya 500 rebu 😅😅,6 hari yang lalu
@sicil3280,"Hp mewah pun sekali jatoh kena layar jd sampah, kecuali klo layar nya punya ketahanan militer 🤣🤣🤣",6 hari yang lalu
@ekosaputro6999,Hp sekeren ini dengan harga 50jt an kalau menurut saya worth it sih,6 hari yang lalu
@topglobal6675,percuma klo gada google,6 hari yang lalu
@altaralmizan4481,"data mencengangkan yg lain adalan, produk produk luxury dari US udah lebih dari 50% sekarang di produksinya di china, produksi di china tapi diksih logo mereka dan dijual mahal, jadi yg bilang made in china made in china jelek kualitasnya udah gabisa berkata kata lagi dengan data ini, bisa di cek sendiri klo ga percaya",5 hari yang lalu (diedit)
@yznova,"Kan ada store dari huaweinya, gw yakin hp lu juga ada market game bawaan selain playstore kan?",5 hari yang lalu
@lpokl137,"Huawei terlalu OP makanya USA....... 
ya tau sendiri lah ya😂",6 hari yang lalu
@REJAJA711,"Waktunya beli nih,kopi kapal apinya😂",6 hari yang lalu
@hamkasahmadin8610,Hasil vidio mana bg???,6 hari yang lalu
@rakamuhammadhirawan8904,"nyimak sejak om dhiar review si sbnarnya iki, prihal inovasi emng msih terdepan ko & tinggal menunggu pesaing yg akn berani ksih di inovasi lipat tiga smartphone, trmasuk wacana dr samsung kelak sih sip",6 hari yang lalu
@IswandaId,Desain kamera belakang kureng,6 hari yang lalu
@Wardin123,Bayarin spp bang,6 hari yang lalu
@monggonyimak4953,Mantap harganya cuma 50jt ajah..🌝,6 hari yang lalu
@AkaGavv44,Speed ke china borong 3 langsung 😂,6 hari yang lalu
@nothing_true,"Ayo kita borong, KITA KASIH PAHAM Huawei gak salah Huawei berani masukin resmi ke Indonesia 😂🤣",6 hari yang lalu
@jackhamer4017,"Itu HP layar nya engga bakal ada bekas lipetan kalo terus di lipet lipet, yang jadi pertanyaan nya sekarang itu biaya penggantian layar nya itu berapa",6 hari yang lalu
@bulejawa7120,"Bang, nanti hp lipat lima kapan keluarnya 😂 nunggu yang hp lipat lima aja, sampe hp lipat tiganya turun jadi 2 juta😂",6 hari yang lalu
@dimasdim745,kak cobalah redmagic 10 pro+,6 hari yang lalu
@Alizar-y9n,Gila gilaan teknologi sekarang hp keren banget..bisa lipat 3😊,6 hari yang lalu
@gatraidris,Technologia,6 hari yang lalu
@agungchannel9442,Yang di lihat sama ishowspeed hp lipat 3 😂,6 hari yang lalu
@LilSulit,09:01 terGENJUTSU,6 hari yang lalu
@Alfa-gh6mz,Gw mau beli samsung S 24,6 hari yang lalu
@ArjundaSaputra,"Pernah pake salah 1 hp android huawei sebenernya bagus sih doi tapi ya itu dah karena di ban am u.s.a...

Sayang banget",6 hari yang lalu (diedit)
@DATCHARTS,Huawei: minggir lo koruptor,6 hari yang lalu
@Desnezy,"Bang gadgetin 
Coba reviews kacamata terjemah [hearview] milik cina, yang pakai ishowsped 😅",6 hari yang lalu
@andhikasyaifudin4378,"Hp fold.. enggak lah.. 🖐️😩
(Meskipun bisa beli juga) Udah trauma sama yang namanya HP ANDROID LIPAT... 🖐️😩",6 hari yang lalu
@ALMAHYRA-r3z,MINGGIR LUE MISQUEEEEN,6 hari yang lalu
@hunterxhunter777,10:18,6 hari yang lalu
@Maskoelin666-99,50 jt mending buat beli laptop ngebut abiesssss,6 hari yang lalu
@iwansaefuddin8908,Ok saya akan CO 2,6 hari yang lalu
@JackieBukanChan,"Cocok ni hape buat gw yang hobinya pamer, bisa jadi cermin di toilet dan maen mobile legend doang. 😀😀",6 hari yang lalu
@yudhy0728,Jiwa mendang mendingku meronta ronta mending buka usaha😭,6 hari yang lalu
@OppoMulia-mf3el,Iphone 16 promax sama ipad pro m4 cukup lah,6 hari yang lalu
@LilSulit,5:28 awokawokawok,6 hari yang lalu
@nurmuhammadriki4945,China emang ga ada obat soal teknologi,6 hari yang lalu
@muronime5531,"Tipe hp bom waktu, biasanya lebih mudah rusak dibandingkan dengan hp yg lcdnya biasa",6 hari yang lalu
@gevinpasaribu,Processors bapuk 💩🤣🤣,6 hari yang lalu
@naufall_xyz,monitor touchscreen 50 juta,6 hari yang lalu
@mochkholili7315,50 Juta Aja😢😢😢😢,6 hari yang lalu
@rizkyrodo6368,"Trauma sama hp lipet, punya gw samsung z flip 4 sekarang udh bergaris ijo , lipetannya berbekas. Skip dlu dah hp2 lipet services aja kena 5 juta ganti layar",6 hari yang lalu
@Suutma,Gadgetin Mantap 👍,6 hari yang lalu
@joesipudan4368,Mana nih penyepong buah kroak..? 😂,6 hari yang lalu
@yanza_zi,Samsung & iphone = Njirrlah uda lipet 3 aja 😇,6 hari yang lalu
@TamarindX,Pilihan yang tidak bijak dengan harga segitu hanya untuk mendapatkan inovasi baru,6 hari yang lalu
@inobae383,teknologi yg melampawi jaman,6 hari yang lalu
@essencenesece,50jt bagi 3 hp dengan 16jutaan,6 hari yang lalu
@hendrowidjaya239,Kamus Huawei Mate XT bukan phone atau tablet lagi  edan 😅 3 lapis 😂,6 hari yang lalu
@haryajaya5882,Gua kesni gara postingan david fi tiktod,6 hari yang lalu
@leo_story21,next poco f7 🎉,6 hari yang lalu
@beteboi_,hapenya ishowspeed 😂,6 hari yang lalu
@rururusack,Kalah harga iphone . gokil,6 hari yang lalu
@TahuGejrot-z6z,iPhone minggir dl y,6 hari yang lalu
@Kittendustexe,Sebenernya sejak udah ada microg aplikasi google udah bisa dibuka kaya natif app cuma gw juga belom bisa pake microg karna itu cuma ada di perangkat terbaru deh😅 tablet gw udah jadul.,6 hari yang lalu
@go_wilderness,"Dulu pakai buatkan china itu ada stereotip negatif. Tapi sekarang jadi sebuah kemewahan dgn teknologi terbaru.
Teknologi china menggila.",6 hari yang lalu
@zallizalli1230,Pas dipinjam temen terus salah arah lipat bakal patah tuh.... Untungnya mahal JD gak bakal dipinjemin.hehe,6 hari yang lalu
@maahfuudz,TIM YANG NONTON DOANG,6 hari yang lalu
@James78336,Akhirnya direview🎉,6 hari yang lalu
@GasravGarage,dan iphone belum satupun ngeluarin foldable 😅😅😅😅,6 hari yang lalu
@endro_baskara,"Iseng buka link tokped, gilakkk harganya tembus 100jt😮😮😮",6 hari yang lalu
@ruuangsantai,4:12 sekelas david gadgetin terheran-heran 🤣,6 hari yang lalu
@SYAIFULROHMAN-zo4pc,nunggu Hp 100jtaan😂😂,6 hari yang lalu
@Cemindutgank,Mau dihargai 2jt tetap ga minat.. Hape hape lipat. Dr jaman dlu smpe sekarang semuanya selalu bermasalah..,6 hari yang lalu
@lghozalie1952,Bahasa design begini jadi inget Porche design,6 hari yang lalu
@abrohmust520,User iPhone menangis 😅,6 hari yang lalu
@aansportivo,Perlu jual ginjal dulu gak sih?,6 hari yang lalu
@endro_baskara,Salah nulis gak yah tuh mlh tembus 1m😂😂,5 hari yang lalu
@MansAl-m4s,Ada yg namanya gimmick dalam dunia kreator review,5 hari yang lalu
@asranfatih,Gk ada test gaming kah ?,6 hari yang lalu
@RealArif-k9k,TIM yg langsung beli🗿,6 hari yang lalu
@ariefcell7169,Dan aakhirnya david jajal huaweiiii 🥰😍,6 hari yang lalu
@royt9227,"Hp ini termasuk gagal di China.
Terlalu mahal, tidak praktis, terlalu berat dan layarnya mudah bocor pada lipatan yang ditekuk tertarik kearah luar.
Di China sendiri klaim garansinya sering dipersulit, padahal harga layarnya sekitar 30 juta.",6 hari yang lalu (diedit)
@mantewe,Developer android pusing dan tidak suka 😅,6 hari yang lalu
@chanelno5456,rusak beli baru,6 hari yang lalu
@irhamofficial9856,bang reviwe advan workplus x darbotz,6 hari yang lalu
@PNTV17,Lama lama ada yg 4 layar😁,6 hari yang lalu
@OmBenDriver,"Cuma berhayal aja , untung ada chanel ini jadi tau HP mahal,, hahaha ... 
Trim koh David riview nya manttep ..",6 hari yang lalu
@mahsanulfikri2832,"Tim pengen beli,tapi gak punya tabungan 😅",6 hari yang lalu
@ahmadtantawi_,hp nya berlapis lapis,6 hari yang lalu
@kucingoyen1,Mungkin 5 tahun lagi harganya bisa 10-15 juta. 10 tahun lagi bisa 5-10 juta. Teknologi baru harganya mahal seperti sekarang.,6 hari yang lalu
@sakurabest9630,Aku udah punya kemaren donwload,6 hari yang lalu
@ardyapramodhana2813,udah 3 tahun pakai huawei nova 9 dan udh sering disuruh jadi seksi foto di kantor karena kualitas kameranya.,6 hari yang lalu
@naufall_xyz,"anj, seharga mobil bekas",6 hari yang lalu
@wawanhidayat479,"Seharga tugu biawak, mantap🔥",6 hari yang lalu
@bimaarya2852,"akhirnya review hp Huawei yg disukain ishowspeed,tau ni hp dari stream speed",6 hari yang lalu
@zid9318,nunggu  harga turun3jtaan😊,6 hari yang lalu
@fangKun-r9g,"12 core, kalo gk salah",6 hari yang lalu
