Username;Comment;Time;Label
@oktamonr;mainan gojo di warung , cuma 2.000 bang, terus biasanya ada di kulkas dan bisa di bagi dua, dan juga bisa di makan mwehehe;1 tahun yang lalu (diedit);0
@thequeencia44;Jalan ke Maluku (Maluku Tengah) bang, Ada kali Jodoh juga, jauh lebih jernih dari Kali Biru Raja 4.;5 bulan yang lalu;0
@bindudevi4607;Jadilah pemenang berikutnya di 🅿️🆄🅻🅰️🆄777!;2 hari yang lalu;1
@DIDItv-f4s;bahas tiktok shop;1 tahun yang lalu (diedit);0
@heningwulandarikadarsih2505;Alhamdulillah tetep yang terbaik untuk Bapak Prabowo Subianto. Sukses selalu untuk kesejahteraan seluruh rakyat Indonesia aamiin yaa robbal alamin 🤲🏻🤲🏻;1 hari yang lalu;0
@badhabit7553;Sumpah dari pertama nonton film ini nungguin banget review lu bang. Akhirnya rilis juga.;6 hari yang lalu;0
@shihabuddinsaini7094;Bang, review filem blood brothers bang, filem nya syafiq yusof;6 hari yang lalu;0
@AndrewBenny-z5f;Hell Nah Golgota 😂😂;5 hari yang lalu;0
@candraramadan7727;Karena di anime gojo Satoru gojo nya kalah di belah dua sama lawan nya😢😢 kalo ga percaya coba cari di google;1 tahun yang lalu;0
@nandrapku;TAIK BANYAK SPOILER, GUE BELUM NONTON!;6 hari yang lalu;0
@RiskaNabila-sh9vt;"Terima kasih bang untuk semuanya muga makin sukses and lebih banyak video ke indahan alam dr liat you tube abang sudah bikin aku senang muga bisa jln"" kaya abang keliling dunia Aamiin";2 bulan yang lalu;0
@henrydesmo6957;Nah jgn di artikan secara harafiah;6 hari yang lalu;0
@sandiudana1227;""" kaya ada rasa kekalahan :)""";1 tahun yang lalu;0
@sondez;Videao bagus kayak film dokumenter!;6 bulan yang lalu;0
@supersuper9779;Bang undang zara adhisty;5 bulan yang lalu;0
@Nrchlsfqh;Kiko enak tau;1 tahun yang lalu;0
@Riko9mWmw;Melalui 𝘿 𝘌 𝙒 𝐀 𝘋 𝑂 𝐑 𝘼 saya berubah, dari penjual keliling ke pemilik warung kopi. 🥊;1 hari yang lalu;1
@HadiYybd9;Sering banget dapet sketer di sini;1 hari yang lalu;1
@RajXN1HB;Makswin brusan di Gates, GG banget;1 hari yang lalu;1
@IndraIZFyE;Berkat 𝘋 𝐄 𝑊 𝐀 D O 𝘙 A saya melesat, dari penjual pulsa ke pemilik gerai elektronik. 🥮;2 hari yang lalu;1
@shandymardiansyah2991;nah i’d win;1 tahun yang lalu;0
@bachrowimuhammad7280;Mantap bang.....saya request ke bang david untuk review  hp Huawei ini langsung di kabulin.,. Satu lagi  bang kalo bisa review realme Camera ULTRA dong yg ada Lensa DSLR segede gaban....;20 jam yang lalu (diedit);0
@tannerlarry-t5j;Sehat selalu dan banyak rezeki Weton88;2 hari yang lalu;1
@NunukdiAustria;Memang raja ampat tiada duanya, indah skali...tetapi wisatawan lokal lebih memilih jalan2 ke Thailand, Vietnam, Singapore dr pd Raja ampat krn biayanya lebih murah...& mrk merasa lebih bangga bisa jln2 di luar negeri 😀🤭🤭;6 bulan yang lalu (diedit);0
@rendrapirani6294;Makasih udh nyelametin duit gua 😂;6 hari yang lalu;0
@LightHopeGlory;"Saya mau apresiasi dari sisi lain:

1. Akting Morgan ""ex-sm#sh"" Oey makin oke.
2. Bu Diana somehow sangat menggoda (dalam artian sangat menarik sebagai seorang guru), agresif juga, gak malu-malu buat pdkt sama edwin.
3. Joke ""saya kira bapak g4y"" yang dibalas ""untuk itulah saya bawa bu Diana kesini, tapi bukan berarti saya enggak g4y"" trus Edwin nyengir bener-bener lucu 😂😂 + ditambah joke kalau bisa ngerobek selotip pakai belahan pantat gue bayarin sejuta.

Dan ya, saya juga ketipu soal judulnya, kirain bakal beneran di bukit, ternyata nama sekolah.";6 hari yang lalu;0
@kuaslinya2;"Bagus 
Tapi yang duduk sebelah gw tidur kemaren 🗿";6 hari yang lalu;0
@sushanthkodali;06:00 🅿️🆄🅻🅰️🆄777, permainan seru dan penuh keuntungan!;2 hari yang lalu;1
@ANDRIKURNIAWAN-h9k;Awooooo;5 bulan yang lalu;0
@Kai-chahaein;Yowaimon;1 tahun yang lalu;0
@raskitajhonfreskosurbakti3909;Kaimana, raja Ampat kedua, sy 10 tahun lebih tugas di Papua, sekarang tugas di Sumatera Utara. Saya tetap cinta Papua, pernah tugas beberapa daerah di Papua termasuk Kaimana, teminabuan sorsel saat listrik masih pakai genset, Fakfak dsb;6 bulan yang lalu;0
@arinamanasikana6887;Njir nantangin fans kiko;11 bulan yang lalu;0
@ANITAMAGDALENAYO;next episode coba ke provinsi maluku kabupaten seram utara, untuk kunjungi ora beach dan kali biru ninimala.;6 bulan yang lalu;0
@Sakuraurunb;Jika Anda menghargai efisiensi dan kemudahan penggunaan, 𝘼 𝐻 𝙈 𝘼 𝘿 𝙏 𝐎 𝐓 𝙊-layak dicoba. 🥐;1 hari yang lalu;1
@JarwoSutejo-q5k;Ishowspeed:minggir lo miskin🗿;19 jam yang lalu (diedit);0
@ShakaSakhi-nf7ks;Knpa komentatornya harus selalu lokal 😅😅 vibesnya beda njir trs ,klo emng hrs lokal knpa ga coba pake b.inggris aja 😅 bisa d coba siapa tau aja;3 minggu yang lalu;0
@Xmp_740p;#yowaimo;1 tahun yang lalu;0
@rookhib4321;Terima kasih;1 tahun yang lalu;0
@deimos9;"SMP bang. 

lagian ini film debutnya ponakan joe taslim";6 hari yang lalu;0
@tuanahnan;HP SE HARGA KACANG GORENG nanti juga turun harganya, apalagi klo second 6 bulan / 1 tahun lebih;22 jam yang lalu;0
@rifqy7911;Jujur aslii tapi gw hampir semua yang lu bilang gw setuju, apalagi kalo ngomongin plotnya. Wahh asli gw dibingung dan kayak hah apasih, terlalu banyak kebetulan itu kayak bikin gw agak bete jujur setelah gw nonton ini film. But dibalik semua hal yang menurut gw ini kureng, gw masih apresiasi buat bang Joko Anwar karena sangat sangat berani dengan ngankat isu soal rasisme, instansi yg nyeleneh, dan bobrok nya pemerint**an selama ini. Ini yang bikin gw tetep bilang keren buat film ini, yah walau masih banyak hal yang mungkin buat kureng. Tapi film ini masih Worth it buat ditonton👍👍;6 hari yang lalu (diedit);0
@thaliaanandaputri6714;Plot twist Dari segala plot twist;1 tahun yang lalu;0
@ardwysuntdaa5949;Tapi penilaian lu termasuk sedikit fomo. 7,5 terlalu bagus. Lu sering pakai tameng surealis buat pembelaan hal absurd yg menciptakan plot hole;6 hari yang lalu;0
@hilarius3833;awooo;5 bulan yang lalu;0
@PebriAnsyah-u3i;kerasukan a dede inoen 🪨;4 bulan yang lalu;0
@THE_DEEP-j4KeanuReeves;Kiko 10000000 juta;1 tahun yang lalu;0
@aldifriansyah9962;Hadir;1 tahun yang lalu;0
@Rosivia1927;Di Madura bang tepat nya di gili iyang oksigen yg paling baik no 2 di dunia;7 bulan yang lalu;0
@syqotax;Meja sekolah? Disita bang;1 tahun yang lalu;0
@Peyang-w4u;gua kira suara fiersa;3 bulan yang lalu;0
@DIANDts;​ @aqilaputrianjani8374 y;7 bulan yang lalu;0
@AriesWardana;Keren anting XX Bang Upi  😂👍👍;5 bulan yang lalu;0
@OmarBTUWA;Modal yang diperoleh dari 𝐃 𝑂 𝑅 A 𝟳 𝟳 menginspirasi saya untuk berwirausaha. 😞;1 hari yang lalu;1
@hittaaudri9452;Kalau cantik kamu nikahin saja sana🤣🤣;2 minggu yang lalu;0
@JuneSiera-z7r;Konten yang luar biasa! Keren banget cara kamu menjelaskannya! Main yang bagus di sini bang ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@putriwulandari9788;kerennn bgttt;7 bulan yang lalu;0
@newellbenitostephenson-h4q;Semangat bang buat konten nya 😊Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe;1 hari yang lalu;1
@Peachbbsk;Modal kecil gacur, lgsng jepe brusan;1 hari yang lalu;1
@pashagnt0;Yang 10 jt isi nya kiko 😢;8 bulan yang lalu;0
@NbhakiemMalaysia;Berani banget lu bang jelekkin nih film,awas bang elu entar diserang Buzzer Buzzer Anak Abah 😂😂😂;16 jam yang lalu;0
@putrapandu2296;Mas nanti datang jga dong ke Alor NTT;7 bulan yang lalu;0
@ramkirit4808;jepe pagi, siang, malem! Cuma di █▓̶P̶U̶L̶A̶U̶7̶7̶7̶.;1 hari yang lalu;1
@agungmuhtionosaputra;Harlem Jayapura bagus bos;6 bulan yang lalu;0
@suul16;Awokawoka kiko;1 tahun yang lalu;0
@mscharmingme;Keren bang bikin series kaya ginii;1 tahun yang lalu;0
@jailanimakasihdoanyasemuan2337;Tdk sekolah sdh buatkan jl lurus;5 bulan yang lalu;0
@mkeyoncalala;Eta ku kakang ku kakang;3 bulan yang lalu;0
@aldifirmansyah8905;Kiko bisa di belah dua sedang kan gojo mati nya kepala putus 😅😂;1 tahun yang lalu;0
@SymoneTammy-d2x;weton88 keren banget 😊;1 hari yang lalu;1
@JunzzLegacy;Hadir;1 tahun yang lalu;0
@faridjundiy1430;itu raim laode yg lagi bakar rahang tuna ?;6 bulan yang lalu;0
@GenDigital4.0;North Korea punya sistem ekonomi Terpusat. Segala kekuasaan berada di tangan pemimpin pemerintahan. Beda dengan negara kita, kekuasaan tidak hanya  berpusat pada penguasa pemerintahan tapi juga ada peran pengusaha. Lo punya komoditas, lo punya kuasa begitulah kira kira.;1 tahun yang lalu;0
@fatur-o6f;"Menurut saya kejadian security sekolah pada kabur ke rumahnya masing masing masih agak logis

1. Setup kerusuhan udah dibangun pas edwin dan bu diana ke bar pecinan, jadi ini udah ngasih gambaran kalo kerusuhan udah ada dan berpotensi menyebar
2. Sekolah lagi libur jadi mengamankan anak istri lebih masuk akal, respon survival
3. Sekolah ga dikunci karena selain buru buru tapi juga karena tau kalo ada pak edwin dan bu diana di dalam";6 hari yang lalu;0
@haydensugiharto6482;Subscribe nya hampir 3jt🤯🤯🤯(tadi sebelum diedit ada typo  , sorry) 🙏;1 tahun yang lalu (diedit);0
@RiskaDeliana-x7j;kerennn;3 hari yang lalu;0
@iamludovic48;​ @ferryschannel1956 sepemikiran sih, coba deh dengerin percakapan akhir di telepon edwin dan diana.;4 hari yang lalu;0
@Ilham-gp5bp;Tolong review filem Malaysia yg lepas Tahluk Lahad Datu;23 jam yang lalu;0
@GrossmanMaryam-q5l;Sukaaa bangettt sama ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@aularindi5679;❤❤❤❤❤pak prabowo;1 hari yang lalu;0
@hassinaakhter3254;🅿️🆄🅻🅰️🆄777, pengalaman gaming terbaik!;2 hari yang lalu;1
@adi14820;Melihat dari tipikal permainan kelas dunia, yang rata2 umpan nya itu umpan berjalan, itu penting untuk ditiru oleh pemain Indonesia,,jadi jangan umpan seolah olah menunggu, itu sangat gampang terbaca pemain lawan,,.;2 minggu yang lalu;0
@byu117;Wkwk sabar bro 😂;6 hari yang lalu;0
@pingwinG3;"​ @aqilaputrianjani8374 lah lu tau infonya dari mana? 

Awas kalau boong";1 tahun yang lalu (diedit);0
@arabalo;"11:05 menurut ku msh bisa logis bro knp sekuriti tersebut panik trhdap keluarganya ketika dengar berita kerusuhan meskipun sesingkat itu. 
Disebabkan semestanya mmg dlm kondisi kacau dan berpotensi terjadi hal² demikian.";5 hari yang lalu;0
@victorypesmobile6075;Kenapa aada anak kecil buka pinta yang isinya cina kebetulan? Se engak nangkep itu ya sampe dibilang kebetulan, aku yg ga punya cahnel riview ajaa masih bisa ngerti loh, 2 kemungkinan 1. Anak itu mau jarah nyari sesuatu disitu atau 2. Dia mau cari perlindungan dari kerusuhan;6 hari yang lalu;0
@EllyNiron-tq8iz;Menaang tapi tidak ada pemain yg punya skil goreng bola .gaya lari  nya aja kayak org  lomba lari bebas;3 minggu yang lalu;0
@Hendrix-r2i;"bang, yang cuplikan ""it's not your fault"" sambil nangis kejer,  itu dari film apakah?";4 hari yang lalu;0
@susioktasari8480;Abang pasti tidak mampu beli mainan gojo satoru searga 10 karena utu abang tukar dengan kiko dan kotak nya pasti dipitjem;8 bulan yang lalu;0
@Gevisual;Baru nemu chanel sekeren ini;5 hari yang lalu;0
@quinzafandi9031;Modus anomali dan pintu terlarang;6 hari yang lalu;0
@obotfamily8821;besok 10jt subs bang pegang omongn gw;1 tahun yang lalu;0
@tracytracy5605;Apa ada yang beli?;2 hari yang lalu;0
@farhana.s1780;Ehhh bodoh tu si gina s noer, lucky kuswandi , riri riza spuse tu ... fsns jgn bloon deh😅😅😅;3 hari yang lalu;0
@Kevin-tp4dz;Bang request review film Inception 2010 karya Nolan dongg;6 hari yang lalu;0
@azkanasakhi9266; @arrazzaaqz.p6010  seriuss nanyaa om;7 bulan yang lalu;0
@mehumanusia9000;Gara-gara 🅞ɴᴇ ᴘɪᴇᴄᴇ gw jadi punya semangat buat hidup.;6 hari yang lalu;0
@HanaeQ5b2;Baru maen lgsng jepek, wede lancar banget;1 hari yang lalu;1
@reyhanpermanaagung8912;Vibes kontennya serasa kyk nntn fiersa besari , mntp men 👍🏻;4 bulan yang lalu;0
@sukmaajiaji;Es kiko;1 tahun yang lalu;0
@kenziikun;Asik brlajar s1 ekonomi gratis, lanjutin ya bang ❤;1 tahun yang lalu;0
@maz_day;Mirza mentalnya di perbaiki lagi;2 minggu yang lalu;0
@FionaColette-e2h;2:25  langsung di Weton88 bang 😹😹;1 hari yang lalu;1
@rizkydwifathoni1473;KAMI TIDUR DI ATAS EMAS BERMANDIKAN EMAS TAPI SEMUA ITU BUKAN KAMI PUNYA KAMI HANYA MENJUAL BUAH PINANG.;7 bulan yang lalu;0
@BLANKSPOT-u2r;Untuk investor Nggak usah buka pabrik di indonesia banyak ormas dan serikat buruh ,kacau minta jatah mulu....dan suka demo minta naik gaji...;16 jam yang lalu;0
@wibugamers5043;500 0rang pertama yang mau makan kiko absen;1 tahun yang lalu;0
@kafkarahadian4215;Wkwkwkwk;1 tahun yang lalu;0
@aditama9441;Yg vote orang indonesia semua;22 jam yang lalu;0
@ferryschannel1956; @secretmember6273  klo Jeffry mau menyerang Edwin knapa hrs kamera disorot dr atas dan Jeffry mendongak ke atas seakan tahu Bu Diana sedang mencoba merayu Edwin utk keluar dr rmh.. kalau mau mnyerang knp ga langsung aja gedor dan masuk ke rmhnya.. tp ada adegan Jeffry dkk disorot kamera mendongak ke atas seakan tau Bu Diana sdg menelpon;4 hari yang lalu;0
@FitriIj8eF;Hasil gacir bikin aku makin puas main di 𝘿 E 𝐖 А 𝐃 O 𝑅 𝘼,makasih banyak! ♟;2 hari yang lalu;1
@ahmadmuharom4142;Kebiasaan gue,Nunggu review dari Timothy dulu sebelum nonton suatu film 😂 biar ga buang2 duit 😂😂😂 terimakasih Timothy telah menyelamatkan isi dompet ku,maklum aku kaum mendang mending wkwkkw;5 hari yang lalu;0
@calliboucherdeantecazares-t9o;Barusan coba emng iyah sih dapat wd 200 aku bang , makasih yah rekomendasi 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴 🚩;1 hari yang lalu;1
@Alfa-fi4of;Yg penting menang dulu.. Toh semua pada akhirnya pengen yg Terbaik.;2 minggu yang lalu;0
@SalterTianna-l6s;Geloo 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 Cair terus x100;22 jam yang lalu;1
@JudeqBc2h;Modal kecil gacur, lgsng jepe brusan;1 hari yang lalu;1
@isroriyatulmiraj9900;"Tau gitu gojo di seal ajaa selama"" nya, trus ada yg ngeluarin mainan gojo ver seal😂 biar bisa akuu simpen :3❤";1 tahun yang lalu;0
@alghee1;Cabut Aja badanya bang biar kek yang asli;1 tahun yang lalu;0
@danirafi8598;Soal plot sama ceritanya, gue kurang lebih sepakat sih sama lu bang,emang banyak yang kesannya maksa dan agak gak masuk akal. Tapi kalo buat gue pribadi, yang bikin menarik justru cara mereka nyampein pesan-pesan sosial lewat simbolisasi karakternya. Itu sih yang bikin gue tetap nikmatin nontonnya.;5 hari yang lalu;0
@teguhsantoso2828;"MANTAP.. PRESIDEN PRABOWO
KAMI RAKYAT SANGAT BANGGA";1 hari yang lalu;0
@MuhammadsahlanMuhammadsahlan;Kapan live lagi;3 bulan yang lalu;0
@ayahakhirpekan;Video lama kemana bang? Wah harta karun tuh 😢;1 bulan yang lalu;0
@Lunniegt;awoo;5 bulan yang lalu;0
@nickfossmadalynn-l1y;Akhirrrnyaaa bagus konten abang !! luar biasa coba main di ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@RAFSUKAEPEP;Perasaan kiko 500 rupiah;1 tahun yang lalu;0
@anissopiani5647;VO nya mirip fiersa deh;5 bulan yang lalu;0
@NingtyasAyuGiyanti-v3u1n;Gua ikut terluka pas nonton film ini jujur.. ayook, plis stop diskriminasii;6 hari yang lalu;0
@rspbrblbr;​ @ngelantur  intro nya pake lagu apa bg?;4 hari yang lalu;0
@Mei6qCvl;Modal receh lgsng jepe brusan;1 hari yang lalu;1
@RajawaliAkmal;Nama lagu di awal apa;6 hari yang lalu;0
@FinleyhNJqp;Modal receh, lgsng mekswin GG;1 hari yang lalu;1
@CahyaAq6mC;Wede lagi hari ini, gacir banget sih ini;1 hari yang lalu;1
@DeniSaputra-bt4rx;Jangan sampe 10 juga kalo bisa sampe 20juta;1 tahun yang lalu;0
@nue1958;Ini cmn dari kacamata gw aja, kalau memusat ke streamer ga adil sih, karena emang dasarnya negara ini beserta rakyat nya udah menjudi/gambling hidup nya karena Indonesia yg padat namun lowongan kerja yg minim, apakah pemerintah mau menggendong ekonomi rakyat yg untuk makan sehari hari aja masih berjuang? Justru kebanyakan mereka memainkan uang negara untuk kepentingan pribadi (korupsi). Buktinya negara negara yg memperbolehkan perjudian justru minim melakukan perjudian yg besar. Bedanya dengan Indonesia mereka negara maju sedangkan kita untuk berkembang aja sangat susah. Lantas gimana rakyat yg dibawah yg untuk berkerja aja masih harus berkompetis, dan mengharuskan gambling dalam kehidupan. Negara besar maju tidak akan mau menjalankan infrastrukturnya dikerjakan negara luar. Sedangkan Indonesia yg notabene nya tenaga kerja manusia nya yg berlimpah tapi tidak di arahkan untuk pembangunan, apakah Indonesia adil bila menghukum org yang berjudi? Sedangkan Indonesia sangat jauh dalam kata memperkerjakan rakyat nya, yg justru memperkerjakan orang luar.;1 tahun yang lalu;0
@muhammadaulia3848;"menit 1-2 ""iya bang lu keren banget""";1 tahun yang lalu;0
@narniaalt6809;Video nya keren banget.auto subscribe;3 minggu yang lalu;0
@widifirmannuloh9077;aku juga bang hari minggu;8 bulan yang lalu;0
@abian10;Gojonya jadi kiko rugi banget;1 tahun yang lalu;0
@TheMasvisa;Mantab bang, nostalgia buat saya yg pernah bertugas 5 th di tanah papua. Sekali menginjakkan tanah papua, jatuh cinta selamanya;4 bulan yang lalu;0
@elanewald;i love papua and all of the indonesian culture :hand-pink-waving::face-blue-smiling:;4 bulan yang lalu;0
@kemalkamil2314; @adeariana-vt3bv  ane emang kalau bnerin hp ngga pernah ke service center si hampir semua hp yang ane lunya dlu dlu, kalau rusak yah bisa ke konter hp langganan yang emang kompeten deket rumah, dan aman sampai skarang karena service center jauh dri rumah ane, yailah gan kirain ente punya emangnya ente monitorin tiap waktu pemakaian hp flip diimgkungan ente?  Dan ane ngga akan sih kasih foto atau gambar ke orang asing apapun itu, soalnya yah buat apa😅😅, dan apakah lu mintain juga itu foto foto hp dri komen komen dibawah yang punya masalah sama kaya gua??;1 hari yang lalu;0
@motorostudio;di lanjut bang ane masukin playlist untuk belajar semangattttt;1 tahun yang lalu;0
@alfaalfi-z7x;Bang bukan gojo tapi kiko;1 tahun yang lalu;0
@Sipalingwibu-q5h;Omg so big🗿;1 tahun yang lalu;0
@kemalkamil2314; @adeariana-vt3bv  hahaha kocak yah anda, hp gua udah setahun lebih yah udah abis masa garansinya, yah better ane cari tempat yg deket aja konter kepercayaan ane, orang dri ngomong sabara sampai mau berkata kasar😌😌;1 hari yang lalu;0
@Fatima6Vvps;Tarik semua hasil kemenangan dari 𝐃 𝘖 R A 𝟩 𝟩,saatnya mewujudkan impian! 🐬;1 hari yang lalu;1
@SimeonMonet-e1j;mending bang coba di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 selama ini di bayar wede w !! gak pernah bermasalah;1 hari yang lalu;1
@JiwaquLanang;wah bro sayang banget... knpa di omongin apa yang edwin cari... ? kan justru itu yang buat orang penasaran? mending edit deh bagian itu di video ini? sukses trus bro..;3 hari yang lalu;0
@gracesimon6088;Salam kenal dik Arsal...Oma juga sejak muda,hobby photografi..dan traveling;1 bulan yang lalu;0
@Puni_puni14;Populer dr mananya ya 😂;1 hari yang lalu;0
@user-nzxyejs;"Lah, dimata hukum gak peduli siapapun itu tetap DIHUKUM, ngerti HUKUM? Kan dari dulu Streamer udah kena, Emak emak juga kena kok, rata semua

Kamu kok seakan akan membela Streamer ! 🤔";1 tahun yang lalu;0
@IvanH9t3n;Baru maen, lgsng makswin, GG banget;1 hari yang lalu;1
@erwinruslianawati6925;hadir;3 bulan yang lalu;0
@anakmama_46.;Halooo bg Medy😘;1 tahun yang lalu;0
@Dieztrict;"Kita semua pelaku ekonomi, maka ekonomi penting untuk dipahami semua orang.
Nyesal dulu saya tidak belajar ekonomi dengan baik 😅karena gurunya kebetulan model-model makan gaji buta, masuk ruang kelas murid suruh baca buku.";1 tahun yang lalu;0
@syamsulancu7298;Secara kualitas permainan Korsel masih jauh d atas timnas Indonesia, hanya faktor keberuntungan aja yg memihak ke Indo.;2 minggu yang lalu;0
@thegaming9837;Bang medy spil mainannya dari yg murah sampe yg mahal;1 tahun yang lalu;0
@DIYANf7xw;🤯🤯wow;12 jam yang lalu;0
@Kamiki-Sekai123;Eits bagi 2 🤣🤣🤣;1 tahun yang lalu;0
@AriSenja-r9f;"nungu review qodrat dr kemarin""";6 hari yang lalu;0
@repinsayulianamida3117;Makasih yah atas konten nya sangat berguna bagi saya pelajari karna pas di sekolah itu belajar tentang ekonomi;1 tahun yang lalu;0
@bunglon4232;ada sarkas sedikitt😂;1 tahun yang lalu;0
@jusriizhamahendra3624;Makin lama kiko jadi makin mahal ya;1 tahun yang lalu;0
@LingqgGTi;Tidak pernah menyangka sebelumnya bisa mendapatkan rezeki sebanyak ini dari А 𝙓 𝘓 𝟽 7 7, saatnya berbagi kebahagiaan dengan mentraktir teman-teman terdekat!;22 jam yang lalu;1
@atharifatalwansyah7453;Brrooooo;1 tahun yang lalu;0
@BrooklynnJordon-x3y;05:35 ⚡️WETON88⚡️ tempat ngadu nasib wkwkw;1 hari yang lalu;1
@AimarMuzaini313;P;1 tahun yang lalu;0
@BudikrL0f;Nggak nyangka hasilnya bisa sebesar ini di 𝐀 𝘟 𝐋 𝟩 7 𝟩,luar biasa! 🏄;1 hari yang lalu;1
@xxxxxxi_1;Eitss bagi dua🗿;1 tahun yang lalu;0
@Noah2908z;udh wede 3 kali hari ini, gacir pol;1 hari yang lalu;1
@putra25s12;Sapa bang;1 tahun yang lalu;0
@ruhiyataja7643;Akuuuuuuuuuuuu;1 tahun yang lalu;0
@AsyaNurmeida;ANYING LUWH BANG😁;1 tahun yang lalu;0
@Kodok-Wibu;10jt tanya ke toji yang buat gojo jadi kiko😂😂;1 tahun yang lalu;0
@TantaTanta-ow6cx;Woddy buntung mn bang😭;1 tahun yang lalu;0
@YuniayaSilvaba;Mntappp;7 bulan yang lalu;0
@AnDasxoWcKSN;Bukan nyalahin, cuma mau ngingetin aja;1 hari yang lalu;1
@ArdiArdi-q5u;Yowai mo😂😂😂😂😂;1 tahun yang lalu;0
@pursuitofjannah3735;Lanjut;1 tahun yang lalu;0
@AminJ2RhU;Berkat D E 𝑊 𝘼 𝘋 О 𝐑 А saya melesat, dari pengantar roti ke bos bakery. 🚚;1 hari yang lalu;1
@MilanNevilla;Bangg ini seriusan gw gak sarkas atau ngehujatt but gw pinginn banget banggg ngeliat lu bikin film atau lu jadi sutradara nya pasti pecah banget bangg #ngelanturbikinfilm2026;6 hari yang lalu;0
@ansannisaa2695;Suaranya mirip banget ky fiersa besari 😂;5 bulan yang lalu;0
@ErsaSeptiani-v4n;Kereenn bang;6 bulan yang lalu;0
@FatFat-u3p;Luar biasaaa sangat membukaa wawasaan , terimakasih 😊;3 bulan yang lalu;0
@GoodJunior-w5j;sehat sellau ya bang arsal,;6 bulan yang lalu;0
@aditaditya7548;sapa bang plis 😅😅😅 semoga dibaca balas😅😅😅;1 tahun yang lalu;0
@cyberunsername6751;"*Penawaran Otonomi* memang sering digunakan oleh pemerintah sebagai strategi penguluran waktu** untuk:
- Menghentikan sementara konflik bersenjata
- Membeli waktu untuk memperkuat posisi militer
- Menjadi solusi sementara  dengan pemotongan kekhususan secara bertahap hingga kekhususan tersebut di amputasi total. 
   Dengan demikian, penawaran otonomi tidak selalu tulus untuk diberikan, tapi lebih sebagai taktik untuk mengelola konflik.
  *Otonomi* termasuk dalam kategori taktik:
1. **Taktik Pembagian Perhatian (Divide et Impera)**: Memecah perhatian dan kekuatan gerakan separatis.
2. **Taktik Pengalihan Isu (Issue Deflection)**: Mengalihkan perhatian dari isu kemerdekaan ke isu otonomi.
3. **Taktik Pembelian Waktu (Buying Time)**: Membeli waktu untuk memperkuat posisi pemerintah.
4. **Taktik Pelemahan Gerakan (Movement Weakening)**: Melemahkan gerakan separatis dengan memberikan ""kemenangan"" semu.
   Otonomi secara bertahap akan dikurangi hingga teramputasi sepenuhnya.
  Otonomi adalah strategi penaklukan separatis secara bertahap.";13 hari yang lalu;0
@saorgultom4055;Ntah kenapa Papua itu kayak punya daya tarik yang kuat sih, perjalanan kesana sih berjam-jam belum lagi transit2, tetapi setiba disana rasanya itu kayak damai bahkan  pengen lagi kesana. Kalau ada kesempatan dan rezeki bakal berkunjung kesana lg sih, gue bersyukur banget bisa menginjakkan kaki di Tanah Papua.;6 bulan yang lalu;0
@AZZAMYAPAW;Bang kalo bikin konten tu serius lah bang aki pengen liat;1 tahun yang lalu;0
@LiamQQMl2;menang besar bikin hari ini makin seru, cuma di 𝘋 О 𝙍 𝐀 𝟳 𝟽! 🧘;1 hari yang lalu;1
@antonalatas1549;jari sukuna;5 bulan yang lalu;0
@sportclubEkoRidwan;woy diem bentar, ngiklan haram terus, bikin rusak;6 hari yang lalu;0
@geyamadanna;Awoook~~;5 bulan yang lalu;0
@rizkioktavian477;udh enek upi denger salah pasangan wkwk;5 bulan yang lalu;0
@johnadi3126;Pemain lokal, pelatih lokal...fix ngapain nyari yang aneh2 wkwk...;3 minggu yang lalu;0
@Elliehkdc;Mantap banget, rejeki ngalir terus;1 hari yang lalu;1
@lindarosdianti5981;SpongeBob beli patung Ronaldo bank;4 bulan yang lalu;0
@Itsme_SheySatoru;​ @megumiff_ Bisa kok;1 tahun yang lalu (diedit);0
@sargentlonglewandowski-x3d;yang pro aja bang di Weton88 👍;1 hari yang lalu;1
@KuloMawon-uz3gr;Kiko kan dah kebelah kok masih aja di produksi😑😑;1 tahun yang lalu;0
@sagitarius11;Mirip kaya di animasinya gojo mati di pas final battle lawan sukuna terus pas belum bertarung sukunanya bilang ke gojo apakah kamu siap menjadi ikan yg siap dipotong terus gojonya bilang nah i,d win pas pake limitles hollow purple diatas langit terus sukuna sekarat tapi sukuna langsung potong gojo terus sukuna berhasil belah tubuh gojo gitu ceritanya bg😊😊😊 yg mau nonton namanya judas😊😊;5 bulan yang lalu;0
